GUID,FRAME,ANNOTATIONS
cpb-aacip-901dfeea4db,1425,DUPLICATE
cpb-aacip-901dfeea4db,1440,DUPLICATE
cpb-aacip-901dfeea4db,1455,DUPLICATE
cpb-aacip-901dfeea4db,1470,DUPLICATE
cpb-aacip-901dfeea4db,1485,DUPLICATE
cpb-aacip-901dfeea4db,1500,DUPLICATE
cpb-aacip-901dfeea4db,1515,DUPLICATE
cpb-aacip-901dfeea4db,1530,DUPLICATE
cpb-aacip-901dfeea4db,1545,DUPLICATE
cpb-aacip-901dfeea4db,1560,DUPLICATE
cpb-aacip-901dfeea4db,1575,DUPLICATE
cpb-aacip-901dfeea4db,1590,DUPLICATE
cpb-aacip-901dfeea4db,1605,not K-V
cpb-aacip-901dfeea4db,1620,DUPLICATE
cpb-aacip-901dfeea4db,1635,DUPLICATE
cpb-aacip-901dfeea4db,1650,DUPLICATE
cpb-aacip-901dfeea4db,1665,DUPLICATE
cpb-aacip-901dfeea4db,1680,DUPLICATE
cpb-aacip-901dfeea4db,1695,DUPLICATE
cpb-aacip-901dfeea4db,1710,DUPLICATE
cpb-aacip-901dfeea4db,1725,no text in image
cpb-aacip-901dfeea4db,1740,DUPLICATE
cpb-aacip-901dfeea4db,1755,DUPLICATE
cpb-aacip-901dfeea4db,1770,DUPLICATE
cpb-aacip-901dfeea4db,1785,DUPLICATE
cpb-aacip-901dfeea4db,1800,DUPLICATE
cpb-aacip-901dfeea4db,1815,DUPLICATE
cpb-aacip-901dfeea4db,1830,DUPLICATE
cpb-aacip-901dfeea4db,1845,DUPLICATE
cpb-aacip-901dfeea4db,1860,DUPLICATE
cpb-aacip-901dfeea4db,1875,DUPLICATE
cpb-aacip-901dfeea4db,1890,DUPLICATE
cpb-aacip-901dfeea4db,1905,DUPLICATE
cpb-aacip-901dfeea4db,1920,DUPLICATE
cpb-aacip-901dfeea4db,1935,DUPLICATE
cpb-aacip-901dfeea4db,1950,DUPLICATE
cpb-aacip-901dfeea4db,1965,DUPLICATE
cpb-aacip-901dfeea4db,1980,DUPLICATE
cpb-aacip-901dfeea4db,1995,DUPLICATE
cpb-aacip-901dfeea4db,2130,DUPLICATE
cpb-aacip-901dfeea4db,2145,DUPLICATE
cpb-aacip-901dfeea4db,2160,DUPLICATE
cpb-aacip-901dfeea4db,2175,DUPLICATE
cpb-aacip-901dfeea4db,2190,DUPLICATE
cpb-aacip-901dfeea4db,2205,DUPLICATE
cpb-aacip-901dfeea4db,2220,DUPLICATE
cpb-aacip-901dfeea4db,2235,DUPLICATE
cpb-aacip-901dfeea4db,2250,DUPLICATE
cpb-aacip-901dfeea4db,2265,DUPLICATE
cpb-aacip-901dfeea4db,57660,DUPLICATE
cpb-aacip-901dfeea4db,57675,DUPLICATE
cpb-aacip-901dfeea4db,57690,DUPLICATE
cpb-aacip-901dfeea4db,57705,DUPLICATE
cpb-aacip-901dfeea4db,57720,DUPLICATE
cpb-aacip-901dfeea4db,57735,DUPLICATE
cpb-aacip-901dfeea4db,57750,DUPLICATE
cpb-aacip-901dfeea4db,57765,DUPLICATE
cpb-aacip-901dfeea4db,57780,DUPLICATE
cpb-aacip-901dfeea4db,57795,DUPLICATE
cpb-aacip-901dfeea4db,57810,DUPLICATE
cpb-aacip-901dfeea4db,57825,DUPLICATE
cpb-aacip-901dfeea4db,57870,DUPLICATE
cpb-aacip-901dfeea4db,57885,DUPLICATE
cpb-aacip-901dfeea4db,57900,DUPLICATE
cpb-aacip-901dfeea4db,57915,DUPLICATE
cpb-aacip-901dfeea4db,57930,DUPLICATE
cpb-aacip-901dfeea4db,57945,DUPLICATE
cpb-aacip-901dfeea4db,57960,DUPLICATE
cpb-aacip-901dfeea4db,57975,DUPLICATE
cpb-aacip-901dfeea4db,57990,DUPLICATE
cpb-aacip-901dfeea4db,58005,DUPLICATE
cpb-aacip-901dfeea4db,58020,DUPLICATE
cpb-aacip-901dfeea4db,58035,DUPLICATE
cpb-aacip-901dfeea4db,58050,DUPLICATE
cpb-aacip-901dfeea4db,58065,DUPLICATE
cpb-aacip-901dfeea4db,58080,DUPLICATE
cpb-aacip-901dfeea4db,58095,DUPLICATE
cpb-aacip-901dfeea4db,58110,DUPLICATE
cpb-aacip-901dfeea4db,58125,DUPLICATE
cpb-aacip-901dfeea4db,58140,DUPLICATE
cpb-aacip-901dfeea4db,58155,DUPLICATE
cpb-aacip-901dfeea4db,58170,DUPLICATE
cpb-aacip-901dfeea4db,58185,DUPLICATE
cpb-aacip-901dfeea4db,58200,DUPLICATE
cpb-aacip-901dfeea4db,58215,DUPLICATE
cpb-aacip-901dfeea4db,58230,DUPLICATE
cpb-aacip-901dfeea4db,58245,DUPLICATE
cpb-aacip-901dfeea4db,58260,DUPLICATE
cpb-aacip-901dfeea4db,58275,DUPLICATE
cpb-aacip-901dfeea4db,58290,DUPLICATE
cpb-aacip-901dfeea4db,58305,DUPLICATE
cpb-aacip-901dfeea4db,59100,DUPLICATE
cpb-aacip-901dfeea4db,59115,DUPLICATE
cpb-aacip-901dfeea4db,59130,DUPLICATE
cpb-aacip-901dfeea4db,59145,DUPLICATE
cpb-aacip-901dfeea4db,59160,DUPLICATE
cpb-aacip-901dfeea4db,59175,DUPLICATE
cpb-aacip-901dfeea4db,59220,DUPLICATE
cpb-aacip-901dfeea4db,59235,DUPLICATE
cpb-aacip-901dfeea4db,59250,DUPLICATE
cpb-aacip-901dfeea4db,59265,DUPLICATE
cpb-aacip-901dfeea4db,59280,DUPLICATE
cpb-aacip-901dfeea4db,59295,DUPLICATE
cpb-aacip-901dfeea4db,59310,DUPLICATE
cpb-aacip-901dfeea4db,59325,DUPLICATE
cpb-aacip-901dfeea4db,59340,DUPLICATE
cpb-aacip-901dfeea4db,59355,DUPLICATE
cpb-aacip-901dfeea4db,59370,DUPLICATE
cpb-aacip-901dfeea4db,59385,DUPLICATE
cpb-aacip-901dfeea4db,59520,DUPLICATE
cpb-aacip-901dfeea4db,59535,DUPLICATE
cpb-aacip-901dfeea4db,59550,DUPLICATE
cpb-aacip-901dfeea4db,59565,DUPLICATE
cpb-aacip-901dfeea4db,59580,DUPLICATE
cpb-aacip-901dfeea4db,59595,DUPLICATE
cpb-aacip-901dfeea4db,59730,DUPLICATE
cpb-aacip-901dfeea4db,59745,DUPLICATE
cpb-aacip-901dfeea4db,59760,DUPLICATE
cpb-aacip-901dfeea4db,59775,DUPLICATE
cpb-aacip-901dfeea4db,59790,DUPLICATE
cpb-aacip-901dfeea4db,59805,DUPLICATE
cpb-aacip-901dfeea4db,59820,DUPLICATE
cpb-aacip-901dfeea4db,59835,DUPLICATE
cpb-aacip-901dfeea4db,60450,DUPLICATE
cpb-aacip-901dfeea4db,60465,DUPLICATE
cpb-aacip-901dfeea4db,60480,DUPLICATE
cpb-aacip-901dfeea4db,60495,DUPLICATE
cpb-aacip-901dfeea4db,60510,DUPLICATE
cpb-aacip-901dfeea4db,60525,DUPLICATE
cpb-aacip-901dfeea4db,60540,DUPLICATE
cpb-aacip-901dfeea4db,60555,DUPLICATE
cpb-aacip-901dfeea4db,60570,DUPLICATE
cpb-aacip-901dfeea4db,60585,DUPLICATE
cpb-aacip-901dfeea4db,60690,DUPLICATE
cpb-aacip-901dfeea4db,60705,DUPLICATE
cpb-aacip-901dfeea4db,60720,DUPLICATE
cpb-aacip-901dfeea4db,60735,DUPLICATE
cpb-aacip-901dfeea4db,60750,DUPLICATE
cpb-aacip-901dfeea4db,60765,DUPLICATE
cpb-aacip-901dfeea4db,60780,DUPLICATE
cpb-aacip-901dfeea4db,60795,DUPLICATE
cpb-aacip-901dfeea4db,60810,DUPLICATE
cpb-aacip-901dfeea4db,60825,DUPLICATE
cpb-aacip-901dfeea4db,60840,DUPLICATE
cpb-aacip-901dfeea4db,60855,DUPLICATE
cpb-aacip-901dfeea4db,60870,DUPLICATE
cpb-aacip-901dfeea4db,60885,DUPLICATE
cpb-aacip-901dfeea4db,60900,DUPLICATE
cpb-aacip-901dfeea4db,60915,DUPLICATE
cpb-aacip-901dfeea4db,60930,DUPLICATE
cpb-aacip-901dfeea4db,60945,DUPLICATE
cpb-aacip-901dfeea4db,60960,DUPLICATE
cpb-aacip-901dfeea4db,60975,DUPLICATE
cpb-aacip-901dfeea4db,87030,DUPLICATE
cpb-aacip-901dfeea4db,87045,DUPLICATE
cpb-aacip-901dfeea4db,87060,DUPLICATE
cpb-aacip-901dfeea4db,87075,DUPLICATE
cpb-aacip-901dfeea4db,87090,DUPLICATE
cpb-aacip-901dfeea4db,87105,DUPLICATE
cpb-aacip-901dfeea4db,87120,DUPLICATE
cpb-aacip-901dfeea4db,87135,DUPLICATE
cpb-aacip-901dfeea4db,87150,DUPLICATE
cpb-aacip-901dfeea4db,87165,DUPLICATE
cpb-aacip-901dfeea4db,87180,DUPLICATE
cpb-aacip-901dfeea4db,87195,DUPLICATE
cpb-aacip-901dfeea4db,87540,DUPLICATE
cpb-aacip-901dfeea4db,87555,DUPLICATE
cpb-aacip-901dfeea4db,87570,DUPLICATE
cpb-aacip-901dfeea4db,87585,DUPLICATE
cpb-aacip-901dfeea4db,87600,DUPLICATE
cpb-aacip-901dfeea4db,87615,DUPLICATE
cpb-aacip-901dfeea4db,87630,DUPLICATE
cpb-aacip-901dfeea4db,87645,DUPLICATE
cpb-aacip-507-7h1dj59628,102060,",Deputy Executive Producer,LINDA WINSLOW
,Associate Executive Producer,DAN WERNER"
cpb-aacip-507-7h1dj59628,102075,DUPLICATE
cpb-aacip-507-7h1dj59628,102090,DUPLICATE
cpb-aacip-507-7h1dj59628,102105,DUPLICATE
cpb-aacip-507-7h1dj59628,102120,DUPLICATE
cpb-aacip-507-7h1dj59628,102135,DUPLICATE
cpb-aacip-507-7h1dj59628,102150,DUPLICATE
cpb-aacip-507-7h1dj59628,102165,DUPLICATE
cpb-aacip-507-7h1dj59628,102510,",Managing Producers,SUSAN MILLS
,Managing Producers,PATTI PARSON
,Managing Producers,GREGG RAMSHAW
,Managing Producers,LEWIS  SILVERMAN
,News Editor,ANNETTE MILLER"
cpb-aacip-507-7h1dj59628,102525,DUPLICATE
cpb-aacip-507-7h1dj59628,102540,DUPLICATE
cpb-aacip-507-7h1dj59628,102555,DUPLICATE
cpb-aacip-507-7h1dj59628,102570,DUPLICATE
cpb-aacip-507-7h1dj59628,102585,",Directed by,DAVID DEUTSCH"
cpb-aacip-507-7h1dj59628,102660,",Executive Producer,LESTER M. CRYSTAL"
cpb-aacip-507-7h1dj59628,102675,DUPLICATE
cpb-aacip-507-7h1dj59628,102690,DUPLICATE
cpb-aacip-507-7h1dj59628,102705,DUPLICATE
cpb-aacip-507-7h1dj59628,102720,DUPLICATE
cpb-aacip-507-7h1dj59628,102735,",A Production Of:,WNET/WETA & MacNEIL/LEHRER PRODUCTIONS"
cpb-aacip-507-7h1dj59628,102750,DUPLICATE
cpb-aacip-507-7h1dj59628,102765,DUPLICATE
cpb-aacip-507-7h1dj59628,102780,DUPLICATE
cpb-aacip-507-7h1dj59628,102795,DUPLICATE
cpb-aacip-507-7h1dj59628,102810,DUPLICATE
cpb-aacip-507-7h1dj59628,102825,DUPLICATE
cpb-aacip-507-7h1dj59628,13140,DUPLICATE
cpb-aacip-507-7h1dj59628,13155,DUPLICATE
cpb-aacip-507-7h1dj59628,13170,DUPLICATE
cpb-aacip-507-7h1dj59628,13185,DUPLICATE
cpb-aacip-507-7h1dj59628,13200,DUPLICATE
cpb-aacip-507-7h1dj59628,13215,DUPLICATE
cpb-aacip-507-7h1dj59628,7590,no text in image
cpb-aacip-507-7h1dj59628,7605,DUPLICATE
cpb-aacip-507-7h1dj59628,7620,DUPLICATE
cpb-aacip-507-7h1dj59628,7635,DUPLICATE
cpb-aacip-507-7h1dj59628,7650,DUPLICATE
cpb-aacip-507-7h1dj59628,7665,DUPLICATE
cpb-aacip-507-7h1dj59628,7680,DUPLICATE
cpb-aacip-507-7h1dj59628,7695,DUPLICATE
cpb-aacip-507-7h1dj59628,7710,DUPLICATE
cpb-aacip-507-7h1dj59628,7725,DUPLICATE
cpb-aacip-507-7h1dj59628,7740,DUPLICATE
cpb-aacip-507-7h1dj59628,7755,DUPLICATE
cpb-aacip-507-7h1dj59628,7770,DUPLICATE
cpb-aacip-507-7h1dj59628,7785,DUPLICATE
cpb-aacip-398-278sfdms,10005,DUPLICATE
cpb-aacip-398-278sfdms,10020,DUPLICATE
cpb-aacip-398-278sfdms,10035,DUPLICATE
cpb-aacip-398-278sfdms,10050,DUPLICATE
cpb-aacip-398-278sfdms,10065,DUPLICATE
cpb-aacip-398-278sfdms,10260,DUPLICATE
cpb-aacip-398-278sfdms,10275,DUPLICATE
cpb-aacip-398-278sfdms,10290,DUPLICATE
cpb-aacip-398-278sfdms,10305,DUPLICATE
cpb-aacip-398-278sfdms,10320,DUPLICATE
cpb-aacip-398-278sfdms,10335,DUPLICATE
cpb-aacip-398-278sfdms,10350,DUPLICATE
cpb-aacip-398-278sfdms,10365,DUPLICATE
cpb-aacip-398-278sfdms,10380,DUPLICATE
cpb-aacip-398-278sfdms,10395,DUPLICATE
cpb-aacip-398-278sfdms,10410,DUPLICATE
cpb-aacip-398-278sfdms,10425,DUPLICATE
cpb-aacip-398-278sfdms,104760,DUPLICATE
cpb-aacip-398-278sfdms,104775,DUPLICATE
cpb-aacip-398-278sfdms,104790,DUPLICATE
cpb-aacip-398-278sfdms,104805,DUPLICATE
cpb-aacip-398-278sfdms,104820,DUPLICATE
cpb-aacip-398-278sfdms,104835,DUPLICATE
cpb-aacip-398-278sfdms,106800,DUPLICATE
cpb-aacip-398-278sfdms,106815,DUPLICATE
cpb-aacip-398-278sfdms,106830,DUPLICATE
cpb-aacip-398-278sfdms,106845,DUPLICATE
cpb-aacip-398-278sfdms,106860,DUPLICATE
cpb-aacip-398-278sfdms,106875,DUPLICATE
cpb-aacip-398-278sfdms,106890,DUPLICATE
cpb-aacip-398-278sfdms,106905,DUPLICATE
cpb-aacip-398-278sfdms,106920,DUPLICATE
cpb-aacip-398-278sfdms,106935,DUPLICATE
cpb-aacip-398-278sfdms,107130,DUPLICATE
cpb-aacip-398-278sfdms,107145,DUPLICATE
cpb-aacip-398-278sfdms,107160,DUPLICATE
cpb-aacip-398-278sfdms,107175,DUPLICATE
cpb-aacip-398-278sfdms,107190,DUPLICATE
cpb-aacip-398-278sfdms,107205,DUPLICATE
cpb-aacip-398-278sfdms,107220,DUPLICATE
cpb-aacip-398-278sfdms,107235,DUPLICATE
cpb-aacip-398-278sfdms,107250,DUPLICATE
cpb-aacip-398-278sfdms,107265,DUPLICATE
cpb-aacip-398-278sfdms,107280,DUPLICATE
cpb-aacip-398-278sfdms,107295,DUPLICATE
cpb-aacip-398-278sfdms,107310,DUPLICATE
cpb-aacip-398-278sfdms,107325,DUPLICATE
cpb-aacip-398-278sfdms,17490,DUPLICATE
cpb-aacip-398-278sfdms,17505,DUPLICATE
cpb-aacip-398-278sfdms,17520,DUPLICATE
cpb-aacip-398-278sfdms,17535,DUPLICATE
cpb-aacip-398-278sfdms,17550,DUPLICATE
cpb-aacip-398-278sfdms,17565,DUPLICATE
cpb-aacip-398-278sfdms,17580,DUPLICATE
cpb-aacip-398-278sfdms,17595,DUPLICATE
cpb-aacip-398-278sfdms,69180,no text in image
cpb-aacip-398-278sfdms,69195,DUPLICATE
cpb-aacip-398-278sfdms,69210,DUPLICATE
cpb-aacip-398-278sfdms,69225,DUPLICATE
cpb-aacip-398-278sfdms,69240,DUPLICATE
cpb-aacip-398-278sfdms,69255,not K-V
cpb-aacip-398-278sfdms,6930,no text in image
cpb-aacip-398-278sfdms,6945,DUPLICATE
cpb-aacip-398-278sfdms,6960,DUPLICATE
cpb-aacip-398-278sfdms,6975,DUPLICATE
cpb-aacip-398-278sfdms,6990,DUPLICATE
cpb-aacip-398-278sfdms,7005,DUPLICATE
cpb-aacip-398-278sfdms,70170,DUPLICATE
cpb-aacip-398-278sfdms,70185,DUPLICATE
cpb-aacip-398-278sfdms,70200,DUPLICATE
cpb-aacip-398-278sfdms,70215,DUPLICATE
cpb-aacip-398-278sfdms,70230,DUPLICATE
cpb-aacip-398-278sfdms,70245,DUPLICATE
cpb-aacip-398-278sfdms,70620,DUPLICATE
cpb-aacip-398-278sfdms,70635,DUPLICATE
cpb-aacip-398-278sfdms,70650,DUPLICATE
cpb-aacip-398-278sfdms,70665,DUPLICATE
cpb-aacip-398-278sfdms,70680,DUPLICATE
cpb-aacip-398-278sfdms,70695,DUPLICATE
cpb-aacip-398-278sfdms,9990,not K-V
cpb-aacip-189-784j16n7,49350,not K-V
cpb-aacip-189-784j16n7,49365,DUPLICATE
cpb-aacip-189-784j16n7,49380,DUPLICATE
cpb-aacip-189-784j16n7,49395,DUPLICATE
cpb-aacip-189-784j16n7,49410,DUPLICATE
cpb-aacip-189-784j16n7,49425,no text in image
cpb-aacip-259-m32n9b08,43950,DUPLICATE
cpb-aacip-259-m32n9b08,43965,DUPLICATE
cpb-aacip-259-m32n9b08,43980,DUPLICATE
cpb-aacip-259-m32n9b08,43995,DUPLICATE
cpb-aacip-259-m32n9b08,44010,DUPLICATE
cpb-aacip-259-m32n9b08,44025,DUPLICATE
cpb-aacip-259-m32n9b08,44040,DUPLICATE
cpb-aacip-259-m32n9b08,44055,DUPLICATE
cpb-aacip-259-m32n9b08,44070,DUPLICATE
cpb-aacip-259-m32n9b08,44085,DUPLICATE
cpb-aacip-259-m32n9b08,44190,DUPLICATE
cpb-aacip-259-m32n9b08,44205,DUPLICATE
cpb-aacip-259-m32n9b08,44220,DUPLICATE
cpb-aacip-259-m32n9b08,44235,DUPLICATE
cpb-aacip-259-m32n9b08,44250,DUPLICATE
cpb-aacip-259-m32n9b08,44265,DUPLICATE
cpb-aacip-259-ww76x89q,18930,not K-V
cpb-aacip-259-ww76x89q,18945,DUPLICATE
cpb-aacip-259-ww76x89q,18960,DUPLICATE
cpb-aacip-259-ww76x89q,18975,DUPLICATE
cpb-aacip-259-ww76x89q,18990,DUPLICATE
cpb-aacip-259-ww76x89q,19005,DUPLICATE
cpb-aacip-259-ww76x89q,19020,DUPLICATE
cpb-aacip-259-ww76x89q,19035,DUPLICATE
cpb-aacip-259-ww76x89q,19050,DUPLICATE
cpb-aacip-259-ww76x89q,19065,DUPLICATE
cpb-aacip-259-ww76x89q,19080,DUPLICATE
cpb-aacip-259-ww76x89q,19095,DUPLICATE
cpb-aacip-259-ww76x89q,19110,DUPLICATE
cpb-aacip-259-ww76x89q,19125,DUPLICATE
cpb-aacip-259-ww76x89q,19140,DUPLICATE
cpb-aacip-259-ww76x89q,19155,DUPLICATE
cpb-aacip-259-ww76x89q,19170,DUPLICATE
cpb-aacip-259-ww76x89q,19185,DUPLICATE
cpb-aacip-259-ww76x89q,19200,DUPLICATE
cpb-aacip-259-ww76x89q,19215,DUPLICATE
cpb-aacip-398-5370s4sx,85920,",video/videotape,Bill Fairweather
,audio,Francis X. Coakley"
cpb-aacip-398-5370s4sx,85935,",video/videotape,Bill Fairweather
,audio,Francis X. Coakley"
cpb-aacip-398-5370s4sx,85950,DUPLICATE
cpb-aacip-398-5370s4sx,85965,",video/videotape,Bill Fairweather
,audio,Francis X. Coakley"
cpb-aacip-398-5370s4sx,85980,",video/videotape,Bill Fairweather
,audio,Francis X. Coakley
,grip/gaffer,Derek Diggins"
cpb-aacip-398-5370s4sx,85995,DUPLICATE
cpb-aacip-398-5370s4sx,86010,",audio,Francis X. Coakley
,grip/gaffer,Derek Diggins"
cpb-aacip-398-5370s4sx,86025,",audio,Francis X. Coakley
,grip/gaffer,Derek Diggins"
cpb-aacip-398-5370s4sx,86040,DUPLICATE
cpb-aacip-398-5370s4sx,86055,",audio,Francis X. Coakley
,grip/gaffer,Derek Diggins"
cpb-aacip-398-5370s4sx,86070,",audio,Francis X. Coakley
,grip/gaffer,Derek Diggins
,off-line editor,Andrew ?ablo?"
cpb-aacip-398-5370s4sx,86085,",grip/gaffer,Derek Diggins
,off-line editor,Andrew Jablon"
cpb-aacip-398-5370s4sx,86100,DUPLICATE
cpb-aacip-398-5370s4sx,86115,",grip/gaffer,Derek Diggins
,off-line editor,Andrew Jablon"
cpb-aacip-398-5370s4sx,86160,",grip/gaffer,Derek Diggins
,off-line editor,Andrew Jablon
,on-line editors,Marv Fenton"
cpb-aacip-398-5370s4sx,86175,",off-line editor,Andrew Jablon
,on-line editors,Mary Fenton
,on-line editors,D?? ??????"
cpb-aacip-398-5370s4sx,86190,",off-line editor,Andrew Jablon
,on-line editors,Mary Fenton
,on-line editors,Dan Lesiw"
cpb-aacip-398-5370s4sx,86205,",off-line editor,Andrew Jablon
,on-line editors,Mary Fenton
,on-line editors,Dan Lesiw"
cpb-aacip-398-5370s4sx,86220,DUPLICATE
cpb-aacip-398-5370s4sx,86235,DUPLICATE
cpb-aacip-398-5370s4sx,86250,",off-line editor,Andrew Jablon
,on-line editors,Mary Fenton
,on-line editors,Dan Lesiw"
cpb-aacip-398-5370s4sx,86265,",on-line editors,Mary Fenton
,on-line editors,Dan Lesiw
,director of administration,Barbara Carey"
cpb-aacip-398-5370s4sx,86280,",on-line editors,Mary Fenton
,on-line editors,Dan Lesiw
,director of administration,Barbara Carey"
cpb-aacip-398-5370s4sx,86295,DUPLICATE
cpb-aacip-398-5370s4sx,86310,DUPLICATE
cpb-aacip-398-5370s4sx,86325,DUPLICATE
cpb-aacip-398-5370s4sx,86340,",on-line editors,Mary Fenton
,on-line editors,Dan Lesiw
,director of administration,Barbara Carey"
cpb-aacip-398-5370s4sx,86355,",director of administration,Barbara Carey
,unit manager,Gail Martin"
cpb-aacip-398-5370s4sx,86370,",director of administration,Barbara Carey
,unit manager,Gail Martin"
cpb-aacip-398-5370s4sx,86385,DUPLICATE
cpb-aacip-398-5370s4sx,86400,",director of administration,Barbara Carey
,unit manager,Gail Martin"
cpb-aacip-398-5370s4sx,86415,",director of administration,Barbara Carey
,unit manager,Gail Martin"
cpb-aacip-398-5370s4sx,86790,not K-V
cpb-aacip-398-5370s4sx,86805,DUPLICATE
cpb-aacip-398-5370s4sx,86820,DUPLICATE
cpb-aacip-398-5370s4sx,86835,DUPLICATE
cpb-aacip-398-5370s4sx,86850,DUPLICATE
cpb-aacip-398-5370s4sx,86865,DUPLICATE
cpb-aacip-398-5370s4sx,86880,DUPLICATE
cpb-aacip-398-5370s4sx,86895,DUPLICATE
cpb-aacip-398-5370s4sx,86970,DUPLICATE
cpb-aacip-398-5370s4sx,86985,DUPLICATE
cpb-aacip-398-5370s4sx,87000,DUPLICATE
cpb-aacip-398-5370s4sx,87015,DUPLICATE
cpb-aacip-398-5370s4sx,87030,DUPLICATE
cpb-aacip-398-5370s4sx,87045,DUPLICATE
cpb-aacip-259-4j09zj5t,46710,no text in image
cpb-aacip-259-4j09zj5t,46725,DUPLICATE
cpb-aacip-259-4j09zj5t,46740,DUPLICATE
cpb-aacip-259-4j09zj5t,46755,DUPLICATE
cpb-aacip-259-4j09zj5t,46770,DUPLICATE
cpb-aacip-259-4j09zj5t,46785,DUPLICATE
cpb-aacip-221-03cz924b,49710,no text in image
cpb-aacip-221-03cz924b,49725,DUPLICATE
cpb-aacip-221-03cz924b,49740,not K-V
cpb-aacip-221-03cz924b,49755,DUPLICATE
cpb-aacip-221-03cz924b,49770,DUPLICATE
cpb-aacip-221-03cz924b,49785,DUPLICATE
cpb-aacip-221-03cz924b,49800,DUPLICATE
cpb-aacip-221-03cz924b,49815,DUPLICATE
cpb-aacip-221-03cz924b,49830,no text in image
cpb-aacip-221-03cz924b,49845,DUPLICATE
cpb-aacip-221-03cz924b,49860,DUPLICATE
cpb-aacip-221-03cz924b,49875,DUPLICATE
cpb-aacip-221-03cz924b,49890,DUPLICATE
cpb-aacip-221-03cz924b,49905,",EXECUTIVE PRODUCER,Jim Cooper"
cpb-aacip-221-03cz924b,49920,DUPLICATE
cpb-aacip-221-03cz924b,49935,",EXECUTIVE PRODUCER,Jim Cooper"
cpb-aacip-221-03cz924b,49950,",EXECUTIVE PRODUCER,Jim Cooper
,PRODUCER,Ed Miskevich"
cpb-aacip-221-03cz924b,49965,",EXECUTIVE PRODUCER,Jim Cooper
,PRODUCER,Ed Miskevich"
cpb-aacip-221-03cz924b,49980,",EXECUTIVE PRODUCER,Jim Cooper
,PRODUCER,Ed Miskevich
,DIRECTOR,Harry Ratner"
cpb-aacip-221-03cz924b,49995,",PRODUCER,Ed Miskevich
,DIRECTOR,Harry Ratner"
cpb-aacip-221-03cz924b,50010,",PRODUCER,Ed Miskevich
,DIRECTOR,Harry Ratner
,COMMUNITY OUTREACH,Jo Caines"
cpb-aacip-221-03cz924b,50025,",DIRECTOR,Harry Ratner
,COMMUNITY OUTREACH,Jo Caines"
cpb-aacip-221-03cz924b,50040,",DIRECTOR,Harry Ratner
,COMMUNITY OUTREACH,Jo Caines
,TECHNICAL DIRECTOR,Martin Lewis"
cpb-aacip-221-03cz924b,50055,DUPLICATE
cpb-aacip-221-03cz924b,50070,",COMMUNITY OUTREACH,Jo Caines
,TECHNICAL DIRECTOR,Martin Lewis"
cpb-aacip-221-03cz924b,50085,",COMMUNITY OUTREACH,Jo Caines
,TECHNICAL DIRECTOR,Martin Lewis
,STAGE MANAGER,Roger Genereux"
cpb-aacip-221-03cz924b,50100,",TECHNICAL DIRECTOR,Martin Lewis
,STAGE MANAGER,Roger Genereux"
cpb-aacip-221-03cz924b,50115,",TECHNICAL DIRECTOR,Martin Lewis
,STAGE MANAGER,Roger Genereux
,AUDIO,Bob Holden"
cpb-aacip-221-03cz924b,50130,DUPLICATE
cpb-aacip-221-03cz924b,50145,",STAGE MANAGER,Roger Genereux
,AUDIO,Bob Holden"
cpb-aacip-221-03cz924b,50160,",STAGE MANAGER,Roger Genereux
,AUDIO,Bob Holden
,VIDEO CONTROL,Walt Eby"
cpb-aacip-221-03cz924b,50175,",AUDIO,Bob Holden
,VIDEO CONTROL,Walt Eby"
cpb-aacip-221-03cz924b,50190,",AUDIO,Bob Holden
,VIDEO CONTROL,Walt Eby
,VIDEOTAPE,Roger Yoakum"
cpb-aacip-221-03cz924b,50205,",VIDEO CONTROL,Walt Eby"
cpb-aacip-221-03cz924b,50220,",VIDEO CONTROL,Walt Eby
,VIDEOTAPE,Roger Yoakum
,CAMERAS,Terry Otto"
cpb-aacip-221-03cz924b,50235,",VIDEOTAPE,Roger Yoakum
,CAMERAS,Terry Otto
,CAMERAS,John Doss
,CAMERAS,Ray Si??ss"
cpb-aacip-221-03cz924b,50250,",VIDEOTAPE,Roger Yoakum
,CAMERAS,Terry Otto
,CAMERAS,John Doss
,CAMERAS,Ray Siposs"
cpb-aacip-221-03cz924b,50265,",VIDEOTAPE,Roger Yoakum
,CAMERAS,Terry Otto
,CAMERAS,John Doss
,CAMERAS,Ray Siposs"
cpb-aacip-221-03cz924b,50280,",CAMERAS,Terry Otto
,CAMERAS,John Doss
,CAMERAS,Ray Siposs
,GRAPHICS/PHOTOGRAPHY,Susan Miura"
cpb-aacip-221-03cz924b,50295,",CAMERAS,Terry Otto
,CAMERAS,John Doss
,CAMERAS,Ray Siposs
,GRAPHICS/PHOTOGRAPHY,Susan Miura"
cpb-aacip-221-03cz924b,50310,",CAMERAS,Terry Otto
,CAMERAS,John Doss
,CAMERAS,Ray Siposs
,GRAPHICS/PHOTOGRAPHY,Susan Miura
,PRODUCTION SECRETARY,Pat Adams"
cpb-aacip-221-03cz924b,50325,",GRAPHICS/PHOTOGRAPHY,Susan Miura
,PRODUCTION SECRETARY,Pat Adams"
cpb-aacip-221-03cz924b,50340,",GRAPHICS/PHOTOGRAPHY,Susan Miura
,PRODUCTION SECRETARY,Pat Adams
,MAKE-UP,Carolyn Dennison"
